attempt_id,order_id,attempt_number,attempt_date_time,attempt_status,remarks,otp_shared
ATT0000285,ORD0000209,1,13-03-2026 04:25,Delivered,N/A,
ATT0000286,ORD0000210,1,05-07-2026 11:32,Customer Not Available,"Cust Nt Avl, Will Retry Next Day",
ATT0000287,ORD0000210,2,06-07-2026 11:32,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0000288,ORD0000210,3,09-07-2026 11:32,Delivered,Delivered Successfully,
ATT0000289,ORD0000211,1,20-06-2026 07:00,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0000290,ORD0000211,2,22-06-2026 07:00,Delivered,Handed To Customer,
ATT0000291,ORD0000212,1,28-05-2026 06:13,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0000292,ORD0000212,2,30-05-2026 06:13,Customer Not Available,"Cust Nt Avl, Will Retry Next Day",
ATT0000293,ORD0000212,3,01-06-2026 06:13,Delivered,"Delivered, Otp Verified",N
ATT0000294,ORD0000213,1,19-02-2026 17:20,Delivered,"Delivered, Otp Verified",
ATT0000295,ORD0000214,1,23-02-2026 20:36,Delivered,N/A,
ATT0000296,ORD0000215,1,17-02-2026 15:06,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0000297,ORD0000215,2,19-02-2026 15:06,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0000298,ORD0000216,1,05-05-2026 22:23,Delivered,Handed To Customer,
ATT0000299,ORD0000217,1,19-02-2026 16:42,Delivered,Handed To Customer,Y
ATT0000300,ORD0000218,1,31-03-2026 09:07,Delivered,Handed To Customer,
ATT0000301,ORD0000219,1,19-04-2026 20:05,Delivered,N/A,Y
ATT0000302,ORD0000220,1,29-05-2026 21:56,Address Not Found,Wrong Addr / No Such Person At Location,
ATT0000303,ORD0000220,2,31-05-2026 21:56,Customer Not Available,"Cust Nt Avl, Will Retry Next Day",
ATT0000304,ORD0000221,1,13-04-2026 17:50,Delivered,Handed To Customer,
ATT0000305,ORD0000222,1,21-04-2026 17:46,Delivered,Delivered Successfully,
ATT0000306,ORD0000223,1,19-02-2026 03:46,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0000307,ORD0000223,2,22-02-2026 03:46,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0000308,ORD0000224,1,05-07-2026 16:13,Delivered,N/A,
ATT0000309,ORD0000225,1,05-03-2026 19:15,Delivered,Delivered Successfully,
ATT0000310,ORD0000226,1,07-03-2026 07:07,Delivered,N/A,
ATT0000311,ORD0000227,1,22-06-2026 14:41,Out of Delivery Area,"Pin  Not  Fully  Serviceable,  Ofd  Delay",
ATT0000312,ORD0000228,1,21-02-2026 00:59,Delivered,N/A,
ATT0000313,ORD0000229,1,18-03-2026 14:08,Delivered,N/A,
ATT0000314,ORD0000230,1,25-03-2026 08:10,Delivered,N/A,N
ATT0000315,ORD0000231,1,01-07-2026 15:16,Delivered,Delivered Successfully,N
ATT0000316,ORD0000232,1,01-08-2026 08:56,Delivered,"Delivered, Otp Verified",
ATT0000317,ORD0000233,1,08-05-2026 14:26,Delivered,Handed To Customer,
ATT0000318,ORD0000234,1,05-03-2026 18:07,Delivered,Handed To Customer,Y
ATT0000319,ORD0000235,1,02-08-2026 00:42,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0000320,ORD0000236,1,04-06-2026 01:52,Refused - COD Amount Not Ready,"Customer Not Ready With Cash, Asked To Reattempt",
ATT0000321,ORD0000236,2,07-06-2026 01:52,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0000322,ORD0000236,3,10-06-2026 01:52,Delivered,Handed To Customer,N
ATT0000323,ORD0000237,1,28-07-2026 00:14,Delivered,"Delivered, Otp Verified",
ATT0000324,ORD0000238,1,17-04-2026 00:10,Delivered,N/A,
ATT0000325,ORD0000239,1,27-06-2026 04:47,Delivered,"Delivered, Otp Verified",
ATT0000326,ORD0000240,1,30-05-2026 10:41,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0000327,ORD0000240,2,01-06-2026 10:41,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0000328,ORD0000240,3,04-06-2026 10:41,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0000329,ORD0000242,1,03-06-2026 03:06,Address Not Found,Wrong Addr / No Such Person At Location,
ATT0000330,ORD0000242,2,06-06-2026 03:06,Delivered,"Delivered, Otp Verified",
ATT0000331,ORD0000243,1,31-05-2026 00:19,Delivered,Handed To Customer,Y
ATT0000332,ORD0000244,1,29-03-2026 16:01,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0000333,ORD0000244,2,30-03-2026 16:01,Delivered,Delivered Successfully,
ATT0000334,ORD0000245,1,23-02-2026 03:00,Delivered,Delivered Successfully,
ATT0000335,ORD0000246,1,15-04-2026 02:24,Delivered,Handed To Customer,
ATT0000336,ORD0000247,1,02-03-2026 23:20,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0000337,ORD0000247,2,03-03-2026 23:20,Delivered,N/A,N
ATT0000338,ORD0000248,1,24-05-2026 00:58,Delivered,Delivered Successfully,
ATT0000339,ORD0000249,1,28-07-2026 06:59,Delivered,"Delivered, Otp Verified",Y
ATT0000340,ORD0000250,1,29-06-2026 05:46,Delivered,"Delivered, Otp Verified",
ATT0000341,ORD0000251,1,28-02-2026 07:11,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0000342,ORD0000251,2,01-03-2026 07:11,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0000343,ORD0000251,3,03-03-2026 07:11,Delivered,Delivered Successfully,
ATT0000344,ORD0000252,1,28-03-2026 12:27,Delivered,"Delivered, Otp Verified",N
ATT0000345,ORD0000253,1,16-04-2026 19:27,Delivered,Handed To Customer,
ATT0000346,ORD0000254,1,11-02-2026 21:32,Delivered,"Delivered, Otp Verified",N
ATT0000347,ORD0000255,1,03-07-2026 20:05,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0000348,ORD0000255,2,06-07-2026 20:05,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0000349,ORD0000256,1,16-03-2026 03:48,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0000350,ORD0000256,2,17-03-2026 03:48,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0000351,ORD0000256,3,19-03-2026 03:48,Delivered,"Delivered, Otp Verified",
ATT0000352,ORD0000257,1,21-06-2026 00:30,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0000353,ORD0000257,2,24-06-2026 00:30,Delivered,Handed To Customer,N
ATT0000354,ORD0000258,1,03-07-2026 08:53,Refused - COD Amount Not Ready,"Customer Not Ready With Cash, Asked To Reattempt",
ATT0000355,ORD0000258,2,04-07-2026 08:53,Delivered,Handed To Customer,
ATT0000356,ORD0000259,1,25-07-2026 00:46,Delivered,Handed To Customer,
ATT0000357,ORD0000260,1,01-03-2026 20:28,Refused - COD Amount Not Ready,"Customer Not Ready With Cash, Asked To Reattempt",
ATT0000358,ORD0000260,2,04-03-2026 20:28,Address Not Found,Wrong  Addr  /  No  Such  Person  At  Location,
ATT0000359,ORD0000260,3,07-03-2026 20:28,Delivered,Handed To Customer,
ATT0000360,ORD0000261,1,23-05-2026 18:47,Delivered,Delivered Successfully,Y
ATT0000361,ORD0000262,1,08-06-2026 09:50,Delivered,"Delivered, Otp Verified",N
ATT0000362,ORD0000263,1,18-07-2026 07:13,Delivered,"Delivered, Otp Verified",
ATT0000363,ORD0000264,1,17-02-2026 15:42,Delivered,Handed To Customer,
ATT0000364,ORD0000265,1,29-05-2026 01:19,Delivered,Delivered Successfully,Y
ATT0000365,ORD0000266,1,19-03-2026 03:29,Delivered,Delivered Successfully,
ATT0000366,ORD0000267,1,24-02-2026 08:00,Delivered,Handed To Customer,
ATT0000367,ORD0000268,1,22-04-2026 19:18,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0000368,ORD0000268,2,24-04-2026 19:18,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0000369,ORD0000268,3,25-04-2026 19:18,Refused - COD Amount Not Ready,"Customer Not Ready With Cash, Asked To Reattempt",
ATT0000370,ORD0000269,1,24-04-2026 12:42,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0000371,ORD0000269,2,26-04-2026 12:42,Address Not Found,Wrong Addr / No Such Person At Location,
ATT0000372,ORD0000269,3,28-04-2026 12:42,Delivered,N/A,Y
ATT0000373,ORD0000272,1,26-05-2026 21:10,Address Not Found,Wrong Addr / No Such Person At Location,
ATT0000374,ORD0000274,1,25-07-2026 12:26,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0000375,ORD0000274,2,28-07-2026 12:26,Rescheduled by Customer, Cust Asked To Deliver On Weekend ,
ATT0000376,ORD0000274,3,30-07-2026 12:26,Delivered,"Delivered, Otp Verified",Y
ATT0000377,ORD0000275,1,25-06-2026 01:07,Delivered,Handed To Customer,
ATT0000378,ORD0000276,1,31-05-2026 00:31,Delivered,N/A,
ATT0000379,ORD0000278,1,16-04-2026 18:09,Refused - COD Amount Not Ready,"Customer Not Ready With Cash, Asked To Reattempt",
ATT0000380,ORD0000278,2,18-04-2026 18:09,Customer Not Available,"Cust Nt Avl, Will Retry Next Day",
ATT0000381,ORD0000278,3,21-04-2026 18:09,Delivered,N/A,N
ATT0000382,ORD0000279,1,31-05-2026 04:48,Delivered,Delivered Successfully,
ATT0000383,ORD0000280,1,18-02-2026 16:12,Delivered,"Delivered, Otp Verified",
ATT0000384,ORD0000281,1,06-05-2026 13:48,Out of Delivery Area," Pin Not Fully Serviceable, Ofd Delay ",
ATT0000385,ORD0000281,2,07-05-2026 13:48,Refused - COD Amount Not Ready," Customer Not Ready With Cash, Asked To Reattempt ",
ATT0000386,ORD0000281,3,09-05-2026 13:48,Delivered,Handed To Customer,Y
ATT0000387,ORD0000282,1,14-07-2026 23:12,Delivered,"Delivered, Otp Verified",
ATT0000388,ORD0000283,1,22-06-2026 05:56,Delivered,Delivered Successfully,
ATT0000389,ORD0000284,1,21-07-2026 20:07,Delivered,N/A,
ATT0000390,ORD0000286,1,18-03-2026 13:45,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0000391,ORD0000286,2,21-03-2026 13:45,Delivered,Handed To Customer,Y
ATT0000392,ORD0000287,1,24-02-2026 09:17,Delivered,Delivered Successfully,
ATT0000393,ORD0000288,1,11-03-2026 07:29,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0000394,ORD0000289,1,22-07-2026 02:33,Delivered,Handed To Customer,
ATT0000395,ORD0000290,1,23-06-2026 09:20,Delivered,Delivered Successfully,
ATT0000396,ORD0000291,1,13-07-2026 11:05,Delivered,Handed To Customer,Y
ATT0000397,ORD0000292,1,14-03-2026 03:45,Delivered,"Delivered, Otp Verified",
ATT0000398,ORD0000293,1,08-04-2026 12:01,Delivered,N/A,
ATT0000399,ORD0000294,1,21-07-2026 03:01,Delivered,Handed To Customer,Y
ATT0000400,ORD0000295,1,06-07-2026 01:55,Customer Not Available,"Cust Nt Avl, Will Retry Next Day",
ATT0000401,ORD0000295,2,09-07-2026 01:55,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0000402,ORD0000295,3,10-07-2026 01:55,Delivered,"Delivered, Otp Verified",N
ATT0000403,ORD0000296,1,31-05-2026 13:58,Delivered,Handed To Customer,
ATT0000404,ORD0000297,1,18-05-2026 13:28,Delivered,"Delivered, Otp Verified",
ATT0000405,ORD0000298,1,25-06-2026 06:14,Delivered,"Delivered, Otp Verified",
ATT0000406,ORD0000299,1,12-05-2026 15:41,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0000407,ORD0000300,1,03-02-2026 14:48,Delivered,Delivered Successfully,N
ATT0000408,ORD0000301,1,17-03-2026 03:35,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0000409,ORD0000301,2,18-03-2026 03:35,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0000410,ORD0000301,3,19-03-2026 03:35,Address Not Found,Wrong Addr / No Such Person At Location,
ATT0000411,ORD0000302,1,03-04-2026 08:19,Address Not Found,Wrong Addr / No Such Person At Location,
ATT0000412,ORD0000302,2,04-04-2026 08:19,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0000413,ORD0000302,3,05-04-2026 08:19,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0000414,ORD0000303,1,07-07-2026 11:24,Delivered,N/A,
ATT0000415,ORD0000304,1,04-08-2026 15:22,Delivered,"Delivered, Otp Verified",
ATT0000416,ORD0000305,1,28-05-2026 10:18,Delivered,Handed To Customer,
ATT0000417,ORD0000307,1,23-07-2026 05:43,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0000418,ORD0000307,2,26-07-2026 05:43,Refused - COD Amount Not Ready,"Customer Not Ready With Cash, Asked To Reattempt",
ATT0000419,ORD0000307,3,29-07-2026 05:43,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0000420,ORD0000307,4,30-07-2026 05:43,Delivered,"Delivered, Otp Verified",
ATT0000421,ORD0000308,1,23-02-2026 09:16,Refused - COD Amount Not Ready,"Customer Not Ready With Cash, Asked To Reattempt",
ATT0000422,ORD0000309,1,21-04-2026 01:36,Customer Not Available,"Cust Nt Avl, Will Retry Next Day",
ATT0000423,ORD0000310,1,08-06-2026 11:15,Delivered,"Delivered, Otp Verified",
ATT0000424,ORD0000311,1,26-03-2026 15:03,Delivered,N/A,
ATT0000425,ORD0000312,1,01-08-2026 00:16,Delivered,"Delivered, Otp Verified",
ATT0000426,ORD0000313,1,15-06-2026 08:01,Delivered,Handed To Customer,
ATT0000427,ORD0000315,1,18-04-2026 22:51,Delivered,Delivered Successfully,
ATT0000428,ORD0000316,1,05-07-2026 18:01,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0000429,ORD0000316,2,06-07-2026 18:01,Delivered,"Delivered, Otp Verified",
ATT0000430,ORD0000317,1,20-02-2026 05:49,Refused - COD Amount Not Ready,"Customer Not Ready With Cash, Asked To Reattempt",
ATT0000431,ORD0000318,1,02-07-2026 01:37,Delivered,Delivered Successfully,
ATT0000432,ORD0000319,1,01-03-2026 19:26,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0000433,ORD0000319,2,02-03-2026 19:26,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0000434,ORD0000319,3,04-03-2026 19:26,Out of Delivery Area,"Pin  Not  Fully  Serviceable,  Ofd  Delay",
ATT0000435,ORD0000320,1,01-07-2026 19:28,Delivered,"Delivered, Otp Verified",
ATT0000436,ORD0000321,1,24-05-2026 21:46,Delivered,N/A,
ATT0000437,ORD0000322,1,20-04-2026 08:53,Delivered,Handed To Customer,
ATT0000438,ORD0000323,1,18-06-2026 10:07,Customer Not Available,"Cust Nt Avl, Will Retry Next Day",
ATT0000439,ORD0000323,2,21-06-2026 10:07,Refused - COD Amount Not Ready,"Customer Not Ready With Cash, Asked To Reattempt",
ATT0000440,ORD0000323,3,24-06-2026 10:07,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0000441,ORD0000324,1,20-04-2026 22:14,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0000442,ORD0000324,2,22-04-2026 22:14,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0000443,ORD0000324,3,24-04-2026 22:14,Delivered,N/A,
ATT0000444,ORD0000325,1,20-02-2026 11:29,Delivered,Handed To Customer,
ATT0000445,ORD0000326,1,26-05-2026 23:26,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0000446,ORD0000326,2,27-05-2026 23:26,Rescheduled by Customer, Cust Asked To Deliver On Weekend ,
ATT0000447,ORD0000326,3,28-05-2026 23:26,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0000448,ORD0000326,4,30-05-2026 23:26,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0000449,ORD0000327,1,20-06-2026 17:28,Customer Not Available,"Cust Nt Avl, Will Retry Next Day",
ATT0000450,ORD0000327,2,23-06-2026 17:28,Delivered,N/A,Y
ATT0000451,ORD0000329,1,12-03-2026 12:03,Delivered,N/A,
ATT0000452,ORD0000330,1,11-04-2026 18:38,Delivered,N/A,Y
ATT0000453,ORD0000331,1,12-03-2026 18:38,Delivered,Handed To Customer,
ATT0000454,ORD0000332,1,29-07-2026 03:34,Delivered,"Delivered, Otp Verified",
ATT0000455,ORD0000334,1,27-05-2026 18:40,Delivered,Delivered Successfully,
ATT0000456,ORD0000335,1,07-02-2026 15:19,Delivered,Handed To Customer,
ATT0000457,ORD0000336,1,29-03-2026 02:02,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0000458,ORD0000336,2,01-04-2026 02:02,Address Not Found,Wrong Addr / No Such Person At Location,
ATT0000459,ORD0000337,1,22-07-2026 12:43,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0000460,ORD0000337,2,24-07-2026 12:43,Delivered,Handed To Customer,
ATT0000461,ORD0000338,1,03-06-2026 14:39,Address Not Found,Wrong Addr / No Such Person At Location,
ATT0000462,ORD0000338,2,05-06-2026 14:39,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0000463,ORD0000339,1,27-05-2026 18:17,Delivered,Handed To Customer,Y
ATT0000464,ORD0000340,1,06-07-2026 23:26,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0000465,ORD0000340,2,08-07-2026 23:26,Address Not Found,Wrong Addr / No Such Person At Location,
ATT0000466,ORD0000340,3,10-07-2026 23:26,Address Not Found,Wrong Addr / No Such Person At Location,
ATT0000467,ORD0000341,1,30-07-2026 11:59,Delivered,Handed To Customer,Y
ATT0000468,ORD0000343,1,13-06-2026 05:15,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0000469,ORD0000343,2,14-06-2026 05:15,Refused - COD Amount Not Ready,"Customer  Not  Ready  With  Cash,  Asked  To  Reattempt",
ATT0000470,ORD0000343,3,15-06-2026 05:15,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0000471,ORD0000343,4,18-06-2026 05:15,Refused - COD Amount Not Ready,"Customer Not Ready With Cash, Asked To Reattempt",
ATT0000472,ORD0000344,1,18-03-2026 00:30,Delivered,N/A,
ATT0000473,ORD0000345,1,15-03-2026 21:04,Delivered,"Delivered, Otp Verified",
ATT0000474,ORD0000346,1,13-03-2026 00:32,Delivered,Handed To Customer,
ATT0000475,ORD0000347,1,18-02-2026 02:06,Delivered,Handed To Customer,N
ATT0000476,ORD0000348,1,19-02-2026 03:42,Delivered,Delivered Successfully,N
ATT0000477,ORD0000349,1,08-07-2026 01:39,Delivered,Delivered Successfully,
ATT0000478,ORD0000350,1,18-06-2026 13:49,Delivered,N/A,N
ATT0000479,ORD0000352,1,17-04-2026 12:14,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0000480,ORD0000352,2,19-04-2026 12:14,Customer Not Available,"Cust Nt Avl, Will Retry Next Day",
ATT0000481,ORD0000352,3,21-04-2026 12:14,Delivered,Handed To Customer,Y
ATT0000482,ORD0000353,1,28-06-2026 07:07,Delivered,Delivered Successfully,
ATT0000483,ORD0000354,1,19-04-2026 12:33,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0000484,ORD0000354,2,21-04-2026 12:33,Customer Not Available,"Cust Nt Avl, Will Retry Next Day",
ATT0000485,ORD0000354,3,23-04-2026 12:33,Refused - Changed Mind, Customer Said Dont Want It Anymore ,
ATT0000486,ORD0000355,1,23-07-2026 17:37,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0000487,ORD0000355,2,25-07-2026 17:37,Delivered,Handed To Customer,Y
ATT0000488,ORD0000356,1,09-05-2026 04:47,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0000489,ORD0000356,2,12-05-2026 04:47,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0000490,ORD0000357,1,18-07-2026 12:12,Delivered,Delivered Successfully,
ATT0000491,ORD0000358,1,24-03-2026 03:13,Delivered,N/A,
ATT0000492,ORD0000360,1,02-06-2026 04:23,Delivered,Delivered Successfully,
ATT0000493,ORD0000361,1,07-04-2026 10:58,Delivered,Handed To Customer,
ATT0000494,ORD0000362,1,17-04-2026 17:49,Delivered,"Delivered, Otp Verified",
ATT0000495,ORD0000363,1,03-04-2026 12:09,Customer Not Available," Cust Nt Avl, Will Retry Next Day ",
ATT0000496,ORD0000363,2,05-04-2026 12:09,Delivered,"Delivered, Otp Verified",Y
ATT0000497,ORD0000365,1,20-05-2026 09:54,Delivered,Delivered Successfully,
ATT0000498,ORD0000366,1,08-07-2026 02:22,Customer Not Available,"Cust  Nt  Avl,  Will  Retry  Next  Day",
ATT0000499,ORD0000366,2,10-07-2026 02:22,Delivered,Handed To Customer,
ATT0000500,ORD0000367,1,24-04-2026 18:31,Delivered,N/A,
ATT0000501,ORD0000368,1,08-06-2026 14:52,Delivered,N/A,
ATT0000502,ORD0000369,1,09-03-2026 11:05,Delivered,Handed To Customer,
ATT0000503,ORD0000370,1,12-02-2026 08:11,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0000504,ORD0000370,2,15-02-2026 08:11,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0000505,ORD0000370,3,16-02-2026 08:11,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0000506,ORD0000370,4,17-02-2026 08:11,Refused - COD Amount Not Ready,"Customer Not Ready With Cash, Asked To Reattempt",
ATT0000507,ORD0000371,1,22-03-2026 23:19,Refused - COD Amount Not Ready,"Customer Not Ready With Cash, Asked To Reattempt",
ATT0000508,ORD0000371,2,23-03-2026 23:19,Refused - Changed Mind,Customer  Said  Dont  Want  It  Anymore,
ATT0000509,ORD0000371,3,26-03-2026 23:19,Delivered,N/A,N
ATT0000510,ORD0000372,1,27-05-2026 23:39,Refused - COD Amount Not Ready,"Customer Not Ready With Cash, Asked To Reattempt",
ATT0000511,ORD0000372,2,28-05-2026 23:39,Address Not Found,Wrong Addr / No Such Person At Location,
ATT0000512,ORD0000372,3,31-05-2026 23:39,Delivered,Delivered Successfully,
ATT0000513,ORD0000373,1,15-04-2026 10:04,Delivered,Handed To Customer,Y
ATT0000514,ORD0000374,1,19-05-2026 23:07,Delivered,"Delivered, Otp Verified",Y
ATT0000515,ORD0000375,1,17-05-2026 05:28,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0000516,ORD0000375,2,19-05-2026 05:28,Delivered,"Delivered, Otp Verified",
ATT0000517,ORD0000376,1,21-04-2026 08:17,Delivered,Handed To Customer,
ATT0000518,ORD0000377,1,16-05-2026 19:34,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0000519,ORD0000377,2,18-05-2026 19:34,Delivered,"Delivered, Otp Verified",Y
ATT0000520,ORD0000378,1,04-03-2026 02:39,Customer Not Available,"Cust Nt Avl, Will Retry Next Day",
ATT0000521,ORD0000378,2,06-03-2026 02:39,Customer Not Available,"Cust Nt Avl, Will Retry Next Day",
ATT0000522,ORD0000378,3,07-03-2026 02:39,Delivered,"Delivered, Otp Verified",
